id,Collector ID,Start Date,End Date,Email Address,First Name,Last Name,Custom Data 1,location,company_size,org_type,job_function_Software Architect,job_function_Security Engineer,job_function_Applications Developer,job_function_Mobile Developer,job_function_Back-End Developer,job_function_Front-End Developer,job_function_Full-Stack Developer,job_function_Game or Graphics Engineer,job_function_Quality Assurance Engineer,job_function_Development Manager,job_function_IT Manager/Operations,job_function_Software Development Management,job_function_DevOps Management,job_function_Product/Project Management,job_function_Release Management,job_function_Machine Learning Specialist,job_function_Data Scientist,job_function_Database Administrator,job_function_Training/Certification,job_function_Developer Relations,job_function_Sales,job_function_Marketing,job_function_Other (please specify),role,role_other_text,What is your job title?,data_center_Private cloud / on-premises,data_center_Public cloud,data_center_Hybrid cloud,data_center_Other (please specify),number_of_machines,activities_Develop software,activities_Test software,activities_Monitor and troubleshoot applications,activities_Architect software,activities_Manage deployment pipeline,activities_Manage security processes,activities_Manage data processes,activities_Work with AI and ML systems,activities_Work with infrastructure resources,activities_Cost management,"activities_Research, evaluate, and purchase new technologies",activities_Manage a cloud platform,container_Proof of concept,container_Development,container_Test,container_Production,kubernetes_Proof of concept,kubernetes_Development,kubernetes_Test,kubernetes_Production,kubernetes_Other (please specify),learn_Twitter,learn_YouTube,learn_Discuss Blog,learn_Meet ups and local events,learn_KubeCon,learn_StackOverflow,learn_Documentation,learn_Other (please specify),nps,nps_open,tech_explanation,non_tech_explanation,How would you explain to a colleague or friend the steps you’ve had to take thus far to reach your goals?,other_solutions,...80,...81,...82,...83,...84,...85,...86,...88
11477400563,257620230,2020-04-05T12:43:00Z,2020-04-05T12:56:43Z,NA,NA,NA,NA,Europe,5000+,None of the above,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DevOps Tech Lead,Other (please specify),Software Engineer,Digital Container Platform Tech Lead,Private cloud / on-premises,Public cloud,NA,NA,2001-5000,Very involved,Very involved,Very involved,Very involved,Very involved,Somewhat involved,Not involved,Not involved,Very involved,Somewhat involved,Somewhat involved,Somewhat involved,NA,NA,NA,Currently using,NA,NA,NA,Currently using,NA,Twitter,YouTube,Discuss Blog,NA,KubeCon,StackOverflow,Documentation,"Personal projects, Books, training, peer groups",8,The technical and business case for managing distributed micro services is compelling,Enable business agility and flexibility at an affordable cost (it’s NOT about the tech!),Enable business agility and flexibility at an affordable cost (it’s NOT about the tech),Learn enough to experiment. Experiment in a safe environment where breaking stuff is normal. Think about the last responsible moment for making a decision. Automation is king,Rancher (pre K8s). Monolithic apps with deployment automation via Puppet/Ansible. Docker Swarm.,NA,NA,NA,NA,NA,NA,NA,NA
11477345777,257620230,2020-04-05T11:40:23Z,2020-04-05T11:51:41Z,NA,NA,NA,NA,Europe,100-499,Consultant,Software Architect,Security Engineer,NA,NA,NA,NA,NA,NA,NA,NA,IT Manager/Operations,NA,DevOps Management,NA,NA,NA,NA,NA,Training/Certification,NA,NA,NA,NA,Professional Services/Consultant,NA,Linux Consultant & Trainer,Private cloud / on-premises,NA,Hybrid cloud,NA,NA,Somewhat involved,Somewhat involved,Somewhat involved,Somewhat involved,Very involved,Very involved,Somewhat involved,Not involved,Very involved,Not involved,Somewhat involved,Somewhat involved,Currently using,Currently using,Currently using,Currently using,NA,NA,NA,Currently using,NA,NA,YouTube,NA,Meet ups and local events,NA,NA,Documentation,NA,7,"Great Framework, not suitable for every use-case",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11477297697,257620230,2020-04-05T10:53:25Z,2020-04-05T10:56:16Z,NA,NA,NA,NA,Europe,10-49,None of the above,Software Architect,Security Engineer,Applications Developer,NA,Back-End Developer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manager/Director,NA,Cto,NA,Public cloud,NA,NA,51-100,Somewhat involved,Somewhat involved,Very involved,Very involved,Somewhat involved,Very involved,Somewhat involved,Not involved,Very involved,Very involved,Very involved,Very involved,Currently using,Currently using,Currently using,Currently using,NA,NA,NA,Currently using,NA,Twitter,YouTube,NA,NA,NA,NA,Documentation,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11477297310,257620230,2020-04-05T10:53:00Z,2020-04-05T10:56:45Z,NA,NA,NA,NA,Europe,10-49,None of the above,Software Architect,NA,NA,NA,NA,NA,Full-Stack Developer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Scientist/Researcher,NA,CIT,Private cloud / on-premises,NA,NA,NA,21-50,Very involved,Somewhat involved,Somewhat involved,Somewhat involved,Somewhat involved,Somewhat involved,Somewhat involved,Not involved,Somewhat involved,Very involved,Very involved,Not involved,Currently using,Currently using,Currently using,Currently using,Future plans,NA,NA,NA,NA,NA,NA,Discuss Blog,Meet ups and local events,NA,NA,NA,NA,0,Prevent Single point of failure,see last answer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11477248423,257620230,2020-04-05T09:56:06Z,2020-04-05T09:59:17Z,NA,NA,NA,NA,Europe,100-499,None of the above,Software Architect,NA,NA,NA,Back-End Developer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Executive,NA,Senior Software Developer (Architect),Private cloud / on-premises,NA,NA,NA,201-500,Very involved,Very involved,Very involved,Very involved,Very involved,Very involved,Very involved,Somewhat involved,Somewhat involved,Somewhat involved,Very involved,Not involved,Currently using,Currently using,Currently using,Currently using,Currently using,Future plans,NA,NA,NA,NA,YouTube,NA,NA,NA,NA,Documentation,"Udemy, Microsoft docs and books",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11477242144,257620230,2020-04-05T09:48:49Z,2020-04-05T09:51:51Z,NA,NA,NA,NA,Europe,500-999,None of the above,NA,Security Engineer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Individual contributor,NA,NA,Private cloud / on-premises,NA,NA,NA,2001-5000,Very involved,Very involved,Very involved,Very involved,Very involved,Somewhat involved,Somewhat involved,Somewhat involved,Somewhat involved,Somewhat involved,Somewhat involved,Not involved,Used in the past,Future plans,Currently using,Currently using,Used in the past,Future plans,NA,Currently using,NA,NA,NA,NA,NA,NA,NA,Documentation,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11477230541,257620230,2020-04-05T09:34:38Z,2020-04-05T09:38:03Z,NA,NA,NA,NA,Europe,50-99,Managed service provider,Software Architect,Security Engineer,NA,NA,Back-End Developer,NA,NA,NA,NA,NA,NA,NA,NA,NA,Release Management,NA,NA,Database Administrator,NA,NA,NA,NA,NA,Professional Services/Consultant,NA,Senior Software Engineer,Private cloud / on-premises,Public cloud,NA,NA,1001-2000,Very involved,Very involved,Very involved,Very involved,Somewhat involved,Very involved,Somewhat involved,Not involved,Very involved,Somewhat involved,Somewhat involved,Very involved,Currently using,Currently using,Currently using,Currently using,NA,NA,NA,Currently using,NA,NA,YouTube,Discuss Blog,NA,NA,NA,Documentation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11477224889,257620230,2020-04-05T09:23:37Z,2020-04-05T09:38:16Z,NA,NA,NA,NA,Europe,100-499,None of the above,NA,NA,NA,NA,NA,NA,Full-Stack Developer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Professional Services/Consultant,NA,Software engineering consultant,Private cloud / on-premises,NA,NA,NA,51-100,Very involved,Very involved,Very involved,Somewhat involved,Somewhat involved,Not involved,Not involved,Not involved,Somewhat involved,Not involved,Not involved,Not involved,Currently using,Currently using,Currently using,Currently using,NA,NA,Currently using,Future plans,NA,Twitter,NA,NA,NA,NA,NA,Documentation,The kubernetes podcast,8,If the person has the right usecase then I would definitely recommend it. But not all use cases need kubernetes,Managing large amounts of applications in a reproducible way. I usually show them by spinning up an entire testcluster with a single command.,NA,NA,"Running docker containers, then moving to Amazon container service then kubernetes.",NA,NA,NA,NA,NA,NA,NA,NA
11477209051,257620230,2020-04-05T09:09:45Z,2020-04-05T09:14:03Z,NA,NA,NA,NA,Europe,100-499,None of the above,Software Architect,NA,NA,NA,Back-End Developer,NA,NA,NA,NA,NA,IT Manager/Operations,NA,DevOps Management,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Professional Services/Consultant,NA,DevOps Engineer,NA,Public cloud,NA,NA,6-20,Somewhat involved,Somewhat involved,Very involved,Very involved,Very involved,Very involved,Very involved,Somewhat involved,Very involved,Very involved,Very involved,Very involved,N/A,Currently using,Currently using,Currently using,NA,NA,NA,Currently using,NA,NA,YouTube,NA,NA,NA,NA,Documentation,Book,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11477204842,257620230,2020-04-05T09:05:54Z,2020-04-05T09:11:46Z,NA,NA,NA,NA,Europe,5000+,None of the above,Software Architect,Security Engineer,NA,NA,NA,NA,Full-Stack Developer,NA,NA,NA,NA,NA,DevOps Management,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Professional Services/Consultant,NA,NA,Private cloud / on-premises,Public cloud,NA,NA,5000+,Somewhat involved,Not involved,Very involved,Somewhat involved,Very involved,Somewhat involved,Not involved,Not involved,Somewhat involved,Not involved,Somewhat involved,Very involved,Currently using,Currently using,Currently using,Currently using,Used in the past,NA,NA,Currently using,NA,NA,NA,NA,Meet ups and local events,NA,NA,NA,Learning by doing,10,It's awesome,Difficult to explain,Even more difficult,Just do it,Docker swarm,NA,NA,NA,NA,NA,NA,NA,NA
11477185114,257620230,2020-04-05T08:43:03Z,2020-04-05T08:48:25Z,NA,NA,NA,NA,North America,5000+,None of the above,Software Architect,NA,NA,NA,NA,NA,NA,NA,NA,Development Manager,NA,Software Development Management,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manager/Director,NA,NA,Private cloud / on-premises,Public cloud,NA,NA,5000+,Very involved,Very involved,Very involved,Very involved,Somewhat involved,Somewhat involved,Somewhat involved,Very involved,Very involved,Somewhat involved,Somewhat involved,Very involved,Currently using,Currently using,Currently using,Currently using,NA,NA,NA,Currently using,NA,NA,NA,NA,NA,NA,NA,Documentation,NA,3,Too complex,Run containers and increase utilization,Increase cost efficiency,What?,Mesos,NA,NA,NA,NA,NA,NA,NA,NA
11477184788,257620230,2020-04-05T08:42:46Z,2020-04-05T08:46:02Z,NA,NA,NA,NA,Asia,5000+,Managed service provider,Software Architect,Security Engineer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Professional Services/Consultant,NA,software engineer,Private cloud / on-premises,NA,Hybrid cloud,NA,6-20,Very involved,Somewhat involved,Somewhat involved,Very involved,Somewhat involved,Somewhat involved,Somewhat involved,Very involved,Very involved,Somewhat involved,Not involved,Somewhat involved,Currently using,Currently using,Currently using,Currently using,NA,NA,NA,Currently using,NA,NA,NA,NA,NA,NA,StackOverflow,Documentation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11477160616,257620230,2020-04-05T08:12:57Z,2020-04-05T08:21:05Z,NA,NA,NA,NA,North America,<10,None of the above,Software Architect,NA,NA,NA,NA,NA,Full-Stack Developer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Individual contributor,NA,NA,Private cloud / on-premises,Public cloud,NA,NA,1-5,Very involved,Very involved,Very involved,Very involved,Very involved,Somewhat involved,Somewhat involved,Not involved,Not involved,Very involved,Very involved,Not involved,Currently using,N/A,Currently using,Future plans,Currently using,NA,NA,NA,NA,NA,NA,NA,NA,NA,StackOverflow,Documentation,Using k3s,8,I want a PaaS like Heroku but with my own hardware. So far k8s seems like the best way to get there.,"Have front end, customer facing servers on a stable, public cloud with background job servers using commodity hardware on-prem doing intensive processing without impacting web traffic.",NA,Trying to get on-prem hardware to connect with k8s cluster (using k3s),Deploy through Capistrano with manually managed private network mesh,NA,NA,NA,NA,NA,NA,NA,NA
11477136694,257620230,2020-04-05T07:49:28Z,2020-04-05T07:53:11Z,NA,NA,NA,NA,North America,<10,Managed service provider,NA,NA,NA,NA,Back-End Developer,Front-End Developer,NA,NA,Quality Assurance Engineer,NA,IT Manager/Operations,NA,DevOps Management,Product/Project Management,Release Management,NA,NA,NA,Training/Certification,Developer Relations,Sales,Marketing,NA,Individual contributor,NA,Owner,NA,NA,NA,Bare metal kubeadm,1-5,Very involved,Somewhat involved,Very involved,Very involved,Very involved,Very involved,Very involved,Not involved,Very involved,Very involved,Very involved,Not involved,Currently using,Currently using,Currently using,Currently using,NA,NA,NA,Currently using,NA,NA,NA,NA,NA,NA,NA,NA,Google cloud,10,Configurability,Abstraction,Abstraction,Coffee,Shell script,NA,NA,NA,NA,NA,NA,NA,NA
11477107273,257620230,2020-04-05T07:17:26Z,2020-04-05T07:20:56Z,NA,NA,NA,NA,North America,5000+,None of the above,Software Architect,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Individual contributor,NA,Sr Technical Architect,Private cloud / on-premises,NA,Hybrid cloud,NA,5000+,Very involved,Very involved,Very involved,Very involved,Very involved,Somewhat involved,Not involved,Not involved,Very involved,Somewhat involved,Very involved,Very involved,Currently using,Currently using,Currently using,Currently using,NA,NA,NA,Currently using,NA,NA,YouTube,NA,NA,NA,NA,Documentation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11477072435,257620230,2020-04-05T06:41:33Z,2020-04-05T06:45:20Z,NA,NA,NA,NA,North America,5000+,None of the above,Software Architect,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Individual contributor,NA,Enterprise Architect,Private cloud / on-premises,Public cloud,Hybrid cloud,NA,5000+,Very involved,Somewhat involved,Very involved,Very involved,Somewhat involved,Very involved,Somewhat involved,Somewhat involved,Very involved,Somewhat involved,Very involved,Very involved,Used in the past,Currently using,Currently using,Currently using,NA,NA,NA,Currently using,NA,NA,NA,NA,NA,NA,NA,NA,Google Cloud,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11477050213,257620230,2020-04-05T06:17:30Z,2020-04-05T06:26:18Z,NA,NA,NA,NA,North America,100-499,None of the above,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DevOps Management,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Individual contributor,NA,Sr. Devops Engineer,Private cloud / on-premises,Public cloud,NA,NA,101-200,Not involved,Not involved,Very involved,Not involved,Very involved,Somewhat involved,Somewhat involved,Not involved,Very involved,Somewhat involved,Very involved,Very involved,Currently using,Currently using,Currently using,Currently using,Currently using,NA,NA,Future plans,NA,NA,YouTube,Discuss Blog,NA,KubeCon,NA,Documentation,NA,10,Easy to manage to platforms,Provide abstraction on how/where application runs.,Provides ease to manage backend Infrastructure where application are running,"Reading documentation, webinar, hands on labs",Rancher Cattle,NA,NA,NA,NA,NA,NA,NA,NA
11477012903,257620230,2020-04-05T05:42:06Z,2020-04-05T05:45:26Z,NA,NA,NA,NA,Asia,10-49,None of the above,NA,NA,NA,NA,NA,NA,NA,NA,NA,Development Manager,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manager/Director,NA,NA,Private cloud / on-premises,NA,NA,NA,51-100,Very involved,Somewhat involved,Somewhat involved,Very involved,Somewhat involved,Not involved,Not involved,Not involved,Somewhat involved,Somewhat involved,Very involved,Somewhat involved,NA,Currently using,Currently using,Currently using,NA,Currently using,NA,NA,NA,Twitter,NA,NA,NA,KubeCon,NA,Documentation,NA,6,Complex,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11477011661,257620230,2020-04-05T05:37:15Z,2020-04-05T05:43:45Z,NA,NA,NA,NA,North America,5000+,Managed service provider,Software Architect,NA,NA,NA,Back-End Developer,NA,NA,NA,NA,NA,NA,NA,NA,NA,Release Management,NA,NA,NA,NA,Developer Relations,NA,NA,NA,Individual contributor,NA,Software Engineer,Private cloud / on-premises,Public cloud,Hybrid cloud,NA,5000+,Very involved,Very involved,Somewhat involved,Somewhat involved,Somewhat involved,Somewhat involved,Somewhat involved,Not involved,Somewhat involved,Somewhat involved,Somewhat involved,Somewhat involved,Currently using,Used in the past,Currently using,Currently using,NA,NA,Currently using,NA,NA,Twitter,NA,NA,NA,NA,StackOverflow,Documentation,Colleagues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11477006735,257620230,2020-04-05T05:34:15Z,2020-04-05T05:44:15Z,NA,NA,NA,NA,North America,5000+,None of the above,Software Architect,NA,NA,NA,Back-End Developer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Individual contributor,NA,Software engineer,Private cloud / on-premises,Public cloud,NA,NA,5000+,Very involved,Not involved,Very involved,Very involved,Very involved,Somewhat involved,Somewhat involved,Not involved,Somewhat involved,Not involved,Not involved,Very involved,Currently using,Currently using,N/A,Currently using,NA,NA,NA,Currently using,NA,NA,NA,NA,NA,NA,NA,Documentation,NA,10,Cloud agnostic platform,Abstraction layer between cloud platform and deployment team,A lot of work to make my day to day life easier,A lot of learning and willingness to leverage a lot of “new” open source technology,Something like azure web apps or ecs,NA,NA,NA,NA,NA,NA,NA,NA
11477004472,257620230,2020-04-05T05:34:08Z,2020-04-05T05:36:50Z,NA,NA,NA,NA,North America,5000+,None of the above,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cloud Architect,Professional Services/Consultant,NA,NA,NA,Public cloud,NA,NA,201-500,Somewhat involved,Not involved,Somewhat involved,Somewhat involved,Very involved,Somewhat involved,Not involved,Not involved,Very involved,Somewhat involved,Somewhat involved,Very involved,Currently using,Currently using,Currently using,Currently using,NA,NA,NA,Currently using,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11477001785,257620230,2020-04-05T05:31:43Z,2020-04-05T05:37:29Z,NA,NA,NA,NA,North America,5000+,None of the above,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cloud Architect,Individual contributor,NA,Cloud Architect,Private cloud / on-premises,NA,NA,NA,201-500,Not involved,Not involved,Very involved,Somewhat involved,Very involved,Very involved,Somewhat involved,Somewhat involved,Very involved,Not involved,Very involved,Somewhat involved,Currently using,Currently using,Currently using,Currently using,NA,NA,NA,Currently using,NA,NA,NA,NA,NA,NA,NA,Documentation,NA,10,It's the way of the future,Let a blob of IaaS manage everything and convert deployments to code.,Let a blob of IaaS manage everything and convert deployments to code.,Reading docs and breaking stuff,Docker swarm. Used other infrastructure tooling available such as terraform and ansible.,NA,NA,NA,NA,NA,NA,NA,NA
11476990948,257620230,2020-04-05T05:20:22Z,2020-04-05T05:42:58Z,NA,NA,NA,NA,North America,1000-4999,None of the above,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IT Manager/Operations,NA,DevOps Management,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manager/Director,NA,Lead Engineer,Private cloud / on-premises,Public cloud,NA,NA,501-1000,Very involved,Somewhat involved,Very involved,Very involved,Very involved,Somewhat involved,Somewhat involved,Somewhat involved,Very involved,Very involved,Very involved,Very involved,Currently using,Currently using,Currently using,Currently using,NA,NA,NA,Currently using,NA,Twitter,NA,NA,Meet ups and local events,KubeCon,StackOverflow,Documentation,NA,8,"It covers most use cases, but doesn't always work well for legacy software that depends on things like set hostnames and MAC addresses. There are also a number of assumptions made that can make a full gitops approach difficult (which makes it less declarative).","We want a declarative platform that has little overhead, but makes HA easy, while also providing monitoring hooks. We also want to keep","Kubernetes lets us define the state of our applications and their dependencies, then works to make sure that what we tell it remains true. It let's us make statements like there should be 3 copies of our website running and it automatically spreads the load across the 3 copies.",We're using Flux for gitops and have had considerable success. Prometheus monitoring also works well.,"We used Docker Swarm, and while it works, it doesn't have some of the monitoring hooks and abstractions that are available in Kubernetes to make for a ""better"" platform.",NA,NA,NA,NA,NA,NA,NA,NA
11476990282,257620230,2020-04-05T05:20:34Z,2020-04-05T05:23:48Z,NA,NA,NA,NA,North America,5000+,None of the above,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Software Development Management,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manager/Director,NA,Engineering Manager,Private cloud / on-premises,Public cloud,NA,NA,1001-2000,Very involved,Somewhat involved,Very involved,Very involved,Somewhat involved,Very involved,Not involved,Not involved,Very involved,Very involved,Very involved,Very involved,Currently using,Currently using,Currently using,Currently using,NA,Currently using,NA,Future plans,NA,Twitter,NA,NA,Meet ups and local events,KubeCon,StackOverflow,Documentation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11476977020,257620230,2020-04-05T04:49:37Z,2020-04-05T05:12:35Z,NA,NA,NA,NA,North America,5000+,None of the above,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IT Manager/Operations,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Individual contributor,NA,Cloud Administrator,Private cloud / on-premises,Public cloud,Hybrid cloud,NA,5000+,Very involved,Very involved,Very involved,Somewhat involved,Very involved,Somewhat involved,Somewhat involved,Not involved,Very involved,Not involved,Somewhat involved,Somewhat involved,Currently using,Currently using,Currently using,Currently using,NA,NA,NA,Currently using,NA,Twitter,NA,Discuss Blog,Meet ups and local events,KubeCon,NA,NA,NA,10,Easy to use and extensively scalable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11476958342,257620230,2020-04-05T04:52:18Z,2020-04-05T04:55:59Z,NA,NA,NA,NA,Asia,1000-4999,None of the above,NA,NA,NA,NA,Back-End Developer,NA,NA,NA,NA,NA,NA,NA,DevOps Management,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Individual contributor,NA,Software Engineer,NA,Public cloud,NA,NA,21-50,Very involved,Somewhat involved,Very involved,Very involved,Very involved,Not involved,Somewhat involved,Somewhat involved,Very involved,Somewhat involved,Somewhat involved,Very involved,Currently using,Currently using,Currently using,Currently using,NA,NA,NA,Currently using,NA,Twitter,NA,NA,NA,NA,NA,Documentation,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11476937012,257620230,2020-04-05T04:31:56Z,2020-04-05T05:05:16Z,NA,NA,NA,NA,North America,100-499,Managed service provider,Software Architect,NA,NA,NA,Back-End Developer,NA,NA,NA,NA,NA,IT Manager/Operations,NA,DevOps Management,NA,NA,NA,NA,Database Administrator,NA,NA,NA,NA,NA,Manager/Director,NA,infrastructure manager,NA,Public cloud,NA,NA,2001-5000,Very involved,Somewhat involved,Very involved,Very involved,Very involved,Somewhat involved,Somewhat involved,Somewhat involved,Very involved,Very involved,Very involved,Very involved,Currently using,Currently using,Currently using,Currently using,NA,NA,NA,Currently using,NA,NA,NA,NA,NA,NA,NA,Documentation,NA,9,"community adoption, rich features, efficiency","operational efficiency, rapid iteration, clean architecture, cloud portability.",technical flexibility and efficiency.,"operational training, invest in ci/cd, plan for many environments.","docker conpose, aws ecs.",NA,NA,NA,NA,NA,NA,NA,NA
11476934326,257620230,2020-04-05T04:29:29Z,2020-04-05T04:34:49Z,NA,NA,NA,NA,Europe,5000+,None of the above,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IT Manager/Operations,NA,DevOps Management,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Individual contributor,NA,NA,Private cloud / on-premises,NA,NA,NA,5000+,Somewhat involved,Somewhat involved,Somewhat involved,Not involved,Somewhat involved,Somewhat involved,Very involved,Not involved,Very involved,Not involved,Very involved,Somewhat involved,Currently using,Currently using,Currently using,Currently using,NA,NA,NA,Currently using,NA,NA,NA,Discuss Blog,Meet ups and local events,NA,NA,Documentation,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11476909412,257620230,2020-04-05T04:09:57Z,2020-04-05T04:13:30Z,NA,NA,NA,NA,North America,1000-4999,None of the above,Software Architect,Security Engineer,NA,NA,Back-End Developer,NA,NA,NA,NA,NA,IT Manager/Operations,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Individual contributor,NA,Senior Operations Engineer,NA,Public cloud,NA,NA,5000+,Very involved,Very involved,Very involved,Very involved,Somewhat involved,Very involved,Somewhat involved,Somewhat involved,Very involved,Very involved,Very involved,Very involved,Currently using,Currently using,Currently using,Currently using,NA,NA,NA,Currently using,NA,Twitter,YouTube,NA,Meet ups and local events,KubeCon,StackOverflow,Documentation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11476900321,257620230,2020-04-05T04:03:22Z,2020-04-05T04:06:02Z,NA,NA,NA,NA,North America,100-499,None of the above,Software Architect,NA,NA,NA,Back-End Developer,NA,NA,NA,NA,NA,NA,NA,DevOps Management,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Individual contributor,NA,Business Intelligence Architect,Private cloud / on-premises,Public cloud,NA,NA,51-100,Very involved,Very involved,Very involved,Very involved,Very involved,Somewhat involved,Very involved,Somewhat involved,Very involved,Very involved,Very involved,Very involved,Currently using,Currently using,Currently using,Currently using,NA,NA,NA,Currently using,NA,Twitter,NA,Discuss Blog,NA,NA,NA,Documentation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11476883577,257620230,2020-04-05T03:49:13Z,2020-04-05T03:56:36Z,NA,NA,NA,NA,North America,5000+,None of the above,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IT Manager/Operations,Software Development Management,DevOps Management,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manager/Director,NA,Site Reliability Engineering Manager,NA,Public cloud,NA,NA,201-500,Somewhat involved,Somewhat involved,Very involved,Somewhat involved,Very involved,Very involved,Somewhat involved,Somewhat involved,Very involved,Somewhat involved,Very involved,Very involved,Currently using,Currently using,Currently using,Currently using,NA,NA,NA,Currently using,NA,Twitter,NA,NA,NA,KubeCon,StackOverflow,Documentation,NA,10,It makes it easier to manage uptime and deployment of stateless services. Become more 'cloud native'.,Simplify the management and deployment of containers to multiple environments,A reliable way to run cloud native workloads.,- Learn how the tools work  - Setup POC  - Implement,"ECS, plain Docker.",NA,NA,NA,NA,NA,NA,NA,NA
11476881721,257620230,2020-04-05T03:48:50Z,2020-04-05T03:52:26Z,NA,NA,NA,NA,Australia,10-49,None of the above,NA,NA,Applications Developer,NA,Back-End Developer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Professional Services/Consultant,NA,Senior Developer,NA,Public cloud,NA,NA,21-50,Very involved,Very involved,Very involved,Somewhat involved,Very involved,Very involved,Somewhat involved,Not involved,Very involved,Very involved,Very involved,Very involved,Currently using,Currently using,Currently using,Currently using,NA,NA,NA,Future plans,NA,Twitter,NA,Discuss Blog,Meet ups and local events,NA,NA,NA,NA,8,Seems to handle orchastration OK.,We control -all- our microservices.,It controls all the various systems in our business,Very very painfully.,None - still trying/learning.,NA,NA,NA,NA,NA,NA,NA,NA
